VKEY;REAL;PZN;UER;RGN;IND;TNP;NNP;ADR;RKC;NAMEP;NAMEN;NEWNUM;NEWKS;PERMFO;SROK;AT1;AT2;TELEF;REGN;OKPO;DT_IZM;CKS;KSNP;DATE_IN;DATE_CH;VKEYDEL;DT_IZMR
;;30;4;81;670000;1;УЛАН-УДЭ;ул Смолина, 57 Д;048142001;"БУРЯТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"БУРЯТСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";048142727;;;00;;;;3349/59;;30.06.2018;;30101810400000000727;;;;
;;30;4;37;640028;1;КУРГАН;ул Химмашевская, 16;043735001;"ФИЛИАЛ ""КУРГАНСКИЙ"" АО АКБ ""АЛЕФ-БАНК""";"ФИЛИАЛ ""КУРГАНСКИЙ"" АО АКБ ""АЛ";043735853;;;00;;;;2119/1;;30.06.2018;;30101810800000000853;;;;
;;30;4;57;614007;1;ПЕРМЬ;ул Максима Горького, 77 А;045773001;"Ф-Л БАНКА ГПБ (АО) ""ЗАПАДНО-УРАЛЬСКИЙ""";"Ф-Л БАНКА ГПБ (АО) ""ЗАПАДНО-УР";045773808;;;00;;;;354/32;;30.06.2018;;30101810200000000808;;;;
;;30;4;37;640000;1;КУРГАН;ул Урицкого, 28;043735001;"КУРГАНСКИЙ ФИЛИАЛ АО КБ ""АГРОПРОМКРЕДИТ""";"КУРГАНСКИЙ ФИЛИАЛ АО КБ ""АГРОП";043735879;;;00;;;;2880/8;;30.06.2018;;30101810800000000879;;;;
;;30;4;98;677000;1;ЯКУТСК;ул Пушкина, 12;049805001;"ЯКУТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЯКУТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК";049805771;;;00;;;;3349/60;;30.06.2018;;30101810600000000771;;;;
;;90;4;45;109240;1;МОСКВА;ул. Высоцкого, д. 4;044525000;"КУ АО ""ТРОЙКА-Д БАНК"" - ГК ""АСВ""";"КУ АО ""ТРОЙКА-Д БАНК"" - ГК ""АС";044525320;;;00;;;;3431;;30.06.2018;;30101810800000000320;;;;
;;30;4;28;170023;1;ТВЕРЬ;пр-т Ленина, 39;042809001;"ФИЛИАЛ ""СДМ-БАНК"" (ПАО) В Г. ТВЕРИ";"ФИЛИАЛ ""СДМ-БАНК"" (ПАО) В Г. Т";042809921;;;00;;;;1637/6;;30.06.2018;;30101810500000000921;;;;
;;30;4;65;620075;1;ЕКАТЕРИНБУРГ;ул Восточная, 68;046577001;"ФСКБ ПРИМОРЬЯ ""ПРИМСОЦБАНК"" В Г.ЕКАТЕРИНБУРГЕ";"ФСКБ ПРИМОРЬЯ ""ПРИМСОЦБАНК"" В";046577951;;;00;;;;2733/11;;30.06.2018;;30101810100000000951;;;;
;;30;4;07;355016;1;СТАВРОПОЛЬ;ул Маршала Жукова, 2;040702001;"ФИЛИАЛ СКРУ ПАО ""МИНБАНК""";"ФИЛИАЛ СКРУ ПАО ""МИНБАНК""";040702703;;;00;;;;912/45;;30.06.2018;;30101810800000000703;;;;
;;30;4;78;150040;1;ЯРОСЛАВЛЬ;ул Победы, 28 А;047888001;"ЯРОСЛАВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ЯРОСЛАВСКИЙ РФ АО ""РОССЕЛЬХОЗБ";047888717;;;00;;;;3349/61;;30.06.2018;;30101810900000000717;;;;
;;30;4;04;660049;1;КРАСНОЯРСК;ул Карла Маркса, 93 А;040407001;"СФ АО АКБ ""МЕЖДУНАРОДНЫЙ ФИНАНСОВЫЙ КЛУБ""";"СФ АО АКБ ""МЕЖДУНАРОДНЫЙ ФИНАН";040407592;;;00;;;;2618/1;;30.06.2018;;30101810100000000592;;;;
;;30;4;03;350000;1;КРАСНОДАР;ул. Октябрьская, 183/ ул. Севе;040349001;"ФИЛИАЛ N8 ПАО КБ ""ЦЕНТР-ИНВЕСТ""";"ФИЛИАЛ N8 ПАО КБ ""ЦЕНТР-ИНВЕСТ";040349550;;;00;;;;2225/8;;30.06.2018;;30101810100000000550;;;;
;;30;4;70;300034;1;ТУЛА;ул Революции, 5 А;047003001;"ТУЛЬСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(ПАО)";"ТУЛЬСКИЙ Ф БАНКА""ВОЗРОЖДЕНИЕ""(";047003750;;;00;;;;1439/67;;30.06.2018;;30101810300000000750;;;;
;;30;4;40;191025;1;САНКТ-ПЕТЕРБУРГ;Поварской пер, 2;044030001;"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО ""АК БАРС"" БАНК";"СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО ""АК";044030745;;;00;;;;2590/23;;30.06.2018;;30101810900000000745;;;;
;;30;4;25;664007;1;ИРКУТСК;ул. Карла Либкнехта, 99А;042520001;ИРКУТСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);ИРКУТСКИЙ ФИЛИАЛ БАНКА СОЮЗ (А;042520728;;;00;;;;2307/4;;30.06.2018;;30101810300000000728;;;;
;;30;4;41;188760;1;ПРИОЗЕРСК;ул Ленина, 18;044106001;"ПРИОЗЕРСКИЙ Ф-Л ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ""";"ПРИОЗЕРСКИЙ Ф-Л ПАО ""БАНК ""САН";044106817;;;00;;;;436/22;;30.06.2018;;30101810600000000817;;;;
;;30;4;49;173002;1;ВЕЛИКИЙ НОВГОРОД;Воскресенский б-р, 4;044959001;"НОВГОРОДСКИЙ ФИЛИАЛ АО ""НС БАНК""";"НОВГОРОДСКИЙ ФИЛИАЛ АО ""НС БАН";044959727;;;00;;;;3124/4;;30.06.2018;;30101810000000000727;;;;
;;20;4;45;109147;1;МОСКВА;ул Марксистская, 16;044525000;"""КОММЕРЧЕСКИЙ ИНДО БАНК"" ООО";"""КОММЕРЧЕСКИЙ ИНДО БАНК"" ООО";044525500;;;00;;;;3446;;30.06.2018;;30101810400000000500;;;;
;;30;4;60;344002;1;РОСТОВ-НА-ДОНУ;ул Красноармейская, 154;046015001;"""РОСТОВСКИЙ"" ФИЛИАЛ ПАО БАНК ЗЕНИТ";"""РОСТОВСКИЙ"" ФИЛИАЛ ПАО БАНК З";046015230;;;00;;;;3255/7;;30.06.2018;;30101810700000000230;;;;
;;30;4;08;680007;1;ХАБАРОВСК;ул Шевчука, 23;040813001;"ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ПАО КБ;040813886;;;00;;;;1460/4;;30.06.2018;;30101810600000000886;;;;
;;40;0;82;368302;1;КАСПИЙСК;;;ПУ БАНКА РОССИИ МАТВЕЕВСКОЕ;ПУ БАНКА РОССИИ МАТВЕЕВСКОЕ;048270002;;;00;;;;;;30.06.2018;;;;;;
;;30;4;80;450077;1;УФА;ул Ленина, 70;048073001;"БАШКИРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"БАШКИРСКИЙ РФ АО ""РОССЕЛЬХОЗБА";048073934;;;00;;;;3349/62;;30.06.2018;;30101810200000000934;;;;
;;30;4;40;198095;1;САНКТ-ПЕТЕРБУРГ;ул. Маршала Говорова, 35 лит А;044030001;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ""БАНК СГБ""";"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ""БА";044030752;;;00;;;;2816/17;;30.06.2018;;30101810100000000752;;;;
;;30;4;40;191186;1;САНКТ-ПЕТЕРБУРГ;Невский пр-т, 38/4 лит А;044030001;"САНКТ-ПЕТЕРБУРГСКИЙ Ф-Л ПАО АКБ ""СВЯЗЬ-БАНК""";САНКТ-ПЕТЕРБУРГСКИЙ Ф-Л ПАО АК;044030759;;;00;;;;1470/30;;30.06.2018;;30101810200000000759;;;;
;;30;4;18;400074;1;ВОЛГОГРАД;ул Рабоче-Крестьянская, 22;041806001;"ФИЛИАЛ № 9 ПАО КБ ""ЦЕНТР-ИНВЕСТ""";"ФИЛИАЛ № 9 ПАО КБ ""ЦЕНТР-ИНВЕС";041806870;;;00;;;;2225/9;;30.06.2018;;30101810100000000870;;;;
;;30;4;92;420111;1;КАЗАНЬ;ул Тельмана, 21-1;049205001;"ФИЛИАЛ ""ПРИВОЛЖСКИЙ"" ПАО БАНК ЗЕНИТ";"ФИЛИАЛ ""ПРИВОЛЖСКИЙ"" ПАО БАНК";049205702;;;00;;;;3255/9;;30.06.2018;;30101810200000000702;;;;
;;30;4;75;454048;1;ЧЕЛЯБИНСК;ул Доватора, 48;047501001;"ФИЛИАЛ ""ЮЖНО-УРАЛЬСКИЙ"" ПАО КБ ""УБРИР""";"ФИЛИАЛ ""ЮЖНО-УРАЛЬСКИЙ"" ПАО КБ";047501981;;;00;;;;429/13;;30.06.2018;;30101810900000000981;;;;
;;30;4;40;195112;1;САНКТ-ПЕТЕРБУРГ;пл Карла Фаберже, 8 лит Б;044030001;"СПБ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (АО)";"СПБ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (А";044030761;;;00;;;;1920/4;;30.06.2018;;30101810900000000761;;;;
;;30;4;03;350000;1;КРАСНОДАР;ул Рашпилевская, 89;040349001;КРАСНОДАРСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);КРАСНОДАРСКИЙ ФИЛИАЛ БАНКА СОЮ;040349542;;;00;;;;2307/6;;30.06.2018;;30101810600000000542;;;;
;;30;4;40;191119;1;САНКТ-ПЕТЕРБУРГ;ул Марата, 69-71 лит А;044030001;"ФИЛИАЛ БАНКА ""ВБРР"" (АО) В Г.САНКТ-ПЕТЕРБУРГЕ";"ФИЛИАЛ БАНКА ""ВБРР"" (АО) В Г.С";044030764;;;00;;;;3287/6;;30.06.2018;;30101810800000000764;;;;
;;30;4;60;344002;1;РОСТОВ-НА-ДОНУ;ул Социалистическая, 74;046015001;"ФИЛИАЛ РРУ ПАО ""МИНБАНК""";"ФИЛИАЛ РРУ ПАО ""МИНБАНК""";046015234;;;00;;;;912/48;;30.06.2018;;30101810900000000234;;;;
;;30;4;75;454091;1;ЧЕЛЯБИНСК;ул Карла Маркса, 38;047501001;ЧЕЛЯБИНСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;ЧЕЛЯБИНСКИЙ ФИЛИАЛ АО ЮНИКРЕДИ;047501982;;;00;;;;1/3;;30.06.2018;;30101810200000000982;;;;
;;30;4;22;603086;1;НИЖНИЙ НОВГОРОД;ул Керченская, 13;042202001;ПРИВОЛЖСКИЙ ФИЛИАЛ ПАО РОСБАНК;ПРИВОЛЖСКИЙ ФИЛИАЛ ПАО РОСБАНК;042202747;;;00;;;;2272/24;;30.06.2018;;30101810400000000747;;;;
;;30;4;14;308015;1;БЕЛГОРОД;ул Пушкина, 34 А;041403001;"БФ АО КБ ""РУСНАРБАНК""";"БФ АО КБ ""РУСНАРБАНК""";041403802;;;00;;;;3403/1;;30.06.2018;;30101810300000000802;;;;
;;30;4;60;344019;1;РОСТОВ-НА-ДОНУ;ул Советская, 7/1;046015001;ЮЖНЫЙ ФИЛИАЛ ПАО РОСБАНК;ЮЖНЫЙ ФИЛИАЛ ПАО РОСБАНК;046015239;;;00;;;;2272/26;;30.06.2018;;30101810400000000239;;;;
;;30;4;65;620014;1;ЕКАТЕРИНБУРГ;ул Хохрякова, 41;046577001;УРАЛЬСКИЙ ФИЛИАЛ ПАО РОСБАНК;УРАЛЬСКИЙ ФИЛИАЛ ПАО РОСБАНК;046577903;;;00;;;;2272/38;;30.06.2018;;30101810200000000903;;;;
;;30;4;40;197342;1;САНКТ-ПЕТЕРБУРГ;Ушаковская наб, 5 лит А;044030001;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ПАО ""РГС БАНК""";САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ ПАО;044030770;;;00;;;;3073/2;;30.06.2018;;30101810700000000770;;;;
;;30;4;65;620014;1;ЕКАТЕРИНБУРГ;пр-т Ленина, 20 А;046577001;"УРАЛЬСКИЙ ФИЛИАЛ АО ""БАНК ИНТЕЗА""";"УРАЛЬСКИЙ ФИЛИАЛ АО ""БАНК ИНТЕ";046577909;;;00;;;;2216/8;;30.06.2018;;30101810000000000909;;;;
;;30;4;65;620075;1;ЕКАТЕРИНБУРГ;пр-кт Ленина, 49 /ул Тургенева;046577001;"УРАЛЬСКИЙ ФИЛИАЛ ПАО ""МТС-БАНК""";"УРАЛЬСКИЙ ФИЛИАЛ ПАО ""МТС-БАНК";046577925;;;00;;;;2268/9;;30.06.2018;;30101810000000000925;;;;
;;30;4;40;191186;1;САНКТ-ПЕТЕРБУРГ;наб кан.Грибоедова, 13;044030001;СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО РОСБАНК;СЕВЕРО-ЗАПАДНЫЙ ФИЛИАЛ ПАО РОС;044030778;;;00;;;;2272/70;;30.06.2018;;30101810100000000778;;;;
;;30;4;40;191119;1;САНКТ-ПЕТЕРБУРГ;ул. Воронежская, 5 лит А пом.;044030001;"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" АО ""ОТП БАНК""";"ФИЛИАЛ ""САНКТ-ПЕТЕРБУРГСКИЙ"" А";044030812;;;00;;;;2766/1;;30.06.2018;;30101810600000000812;;;;
;;30;4;65;620075;1;ЕКАТЕРИНБУРГ;ул Красноармейская, 10;046577001;"УРАЛЬСКИЙ ФИЛИАЛ АО ""РАЙФФАЙЗЕНБАНК""";"УРАЛЬСКИЙ ФИЛИАЛ АО ""РАЙФФАЙЗЕ";046577906;;;00;;;;3292/2;;30.06.2018;;30101810100000000906;;;;
;;30;4;50;630102;1;НОВОСИБИРСК;ул Восход, 20;045004001;"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО ""РГС БАНК""";"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО ""РГС";045004794;;;00;;;;3073/3;;30.06.2018;;30101810800000000794;;;;
;;30;4;65;620144;1;ЕКАТЕРИНБУРГ;ул Серова, 47;046577001;"ФИЛИАЛ ПАО ""ЧЕЛИНДБАНК"" В Г. ЕКАТЕРИНБУРГЕ";"ФИЛИАЛ ПАО ""ЧЕЛИНДБАНК"" В Г. Е";046577900;;;00;;;;485/34;;30.06.2018;;30101810300000000900;;;;
;;30;4;05;690091;1;ВЛАДИВОСТОК;ул Уборевича, 11;040507001;ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ПАО РОСБАНК;ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ПАО РОС;040507871;;;00;;;;2272/73;;30.06.2018;;30101810300000000871;;;;
;;30;4;65;620014;1;ЕКАТЕРИНБУРГ;пр-т Ленина, 20;046577001;"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ ПАО ""АК БАРС"" БАНК";"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ ПАО ""А";046577907;;;00;;;;2590/29;;30.06.2018;;30101810400000000907;;;;
;;30;4;22;603005;1;НИЖНИЙ НОВГОРОД;ул Ульянова, 26/11;042202001;"НИЖЕГОРОДСКИЙ ФИЛИАЛ АБ ""РОССИЯ""";"НИЖЕГОРОДСКИЙ ФИЛИАЛ АБ ""РОССИ";042202876;;;00;;;;328/18;;30.06.2018;;30101810300000000876;;;;
;;30;4;69;634050;1;ТОМСК;Московский тракт, 8 Б;046902001;"ТОМСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ТОМСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";046902711;;;00;;;;3349/64;;30.06.2018;;30101810300000000711;;;;
;;30;4;73;432017;1;УЛЬЯНОВСК;ул Минаева, 15, Секция 1;047308001;"УЛЬЯНОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"УЛЬЯНОВСКИЙ РФ АО ""РОССЕЛЬХОЗБ";047308897;;;00;;;;3349/65;;30.06.2018;;30101810200000000897;;;;
;;30;4;40;191014;1;САНКТ-ПЕТЕРБУРГ;ул. Парадная, 3-2 лит А помеще;044030001;"СФ АО ""СМП БАНК""";"СФ АО ""СМП БАНК""";044030783;;;00;;;;3368/2;;30.06.2018;;30101810700000000783;;;;
;;20;4;45;125047;1;МОСКВА;ул 1я Твер-Ямск, 21;044525000;"ООО ""МОРГАН СТЭНЛИ БАНК""";"ООО ""МОРГАН СТЭНЛИ БАНК""";044525277;;;00;;;;3456;;30.06.2018;;30101810500000000277;;;;
;;30;4;22;603005;1;НИЖНИЙ НОВГОРОД;ул Пожарского, 20;042202001;"НИЖЕГОРОДСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"НИЖЕГОРОДСКИЙ ФИЛИАЛ ПАО АКБ """;042202700;;;00;;;;1470/32;;30.06.2018;;30101810900000000700;;;;
;;30;4;75;454091;1;ЧЕЛЯБИНСК;ул. Цвиллинга, д. 60;047501001;"ЧФ АО ""СМП БАНК""";"ЧФ АО ""СМП БАНК""";047501988;;;00;;;;3368/4;;30.06.2018;;30101810000000000988;;;;
;;30;4;80;450008;1;УФА;ул Революционная, 41;048073001;"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г.УФА";"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г.";048073770;;;00;;;;2275/27;;30.06.2018;;30101810600000000770;;;;
;;30;4;40;191024;1;САНКТ-ПЕТЕРБУРГ;ул Харьковская, 3-5 лит Б;044030001;ФИЛИАЛ ББР БАНКА (АО), Г.САНКТ-ПЕТЕРБУРГ;ФИЛИАЛ ББР БАНКА (АО), Г.САНКТ;044030785;;;00;;;;2929/2;;30.06.2018;;30101810300000000785;;;;
;;30;4;40;197101;1;САНКТ-ПЕТЕРБУРГ;ул Чапаева, 15 лит З;044030001;"ФКБ ""МОСКОММЕРЦБАНК"" (АО) Г.С-ПЕТЕРБУРГ";"ФКБ ""МОСКОММЕРЦБАНК"" (АО) Г.С-";044030787;;;00;;;;3365/1;;30.06.2018;;30101810900000000787;;;;
;;30;4;32;650991;1;КЕМЕРОВО;ул Красноармейская, 136;043207001;"КУЗБАССКИЙ ФИЛИАЛ АО ""УГЛЕМЕТБАНК""";"КУЗБАССКИЙ ФИЛИАЛ АО ""УГЛЕМЕТБ";043207707;;;00;;;;2997/6;;30.06.2018;;30101810500000000707;;;;
;;30;4;54;302028;1;ОРЁЛ;ул Салтыкова-Щедрина, 21;045402001;"ОРЛОВСКИЙ ФИЛИАЛ АКБ ""ЛАНТА-БАНК"" (АО)";"ОРЛОВСКИЙ ФИЛИАЛ АКБ ""ЛАНТА-БА";045402725;;;00;;;;1920/5;;30.06.2018;;30101810600000000725;;;;
;;30;4;14;308000;1;БЕЛГОРОД;Народный б-р, 79;041403001;"БЕЛГОРОДСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""";"БЕЛГОРОДСКИЙ Ф-Л ПАО АКБ ""МЕТА";041403838;;;00;;;;2440/8;;30.06.2018;;30101810014030000838;;;;
;;30;4;07;355017;1;СТАВРОПОЛЬ;ул Ленина, 235 А;040702001;"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г. СТАВРОПОЛЬ";"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г.";040702763;;;00;;;;2275/49;;30.06.2018;;30101810400000000763;;;;
;;30;4;20;394018;1;ВОРОНЕЖ;ул Кирова, 11;042007001;"Ф-Л БАНКА ГПБ (АО) ""ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНЫЙ""";"Ф-Л БАНКА ГПБ (АО) ""ЦЕНТРАЛЬНО";042007800;;;00;;;;354/49;;30.06.2018;;30101810220070000800;;;;
;;30;4;22;603006;1;НИЖНИЙ НОВГОРОД;пер Ткачёва, 1;042202001;"ФИЛИАЛ В Г.НИЖНИЙ НОВГОРОД ПАО ""МИНБАНК""";ФИЛИАЛ В Г.НИЖНИЙ НОВГОРОД ПАО;042202864;;;00;;;;912/56;;30.06.2018;;30101810600000000864;;;;
;;30;4;71;628309;1;НЕФТЕЮГАНСК;мкр 2, 24;047173000;"НЕФТЕЮГАНСКИЙ ФИЛИАЛ БАНКА ""ВБРР"" (АО)";"НЕФТЕЮГАНСКИЙ ФИЛИАЛ БАНКА ""ВБ";047173611;;;00;;;;3287/8;;30.06.2018;;30101810400000000611;;;;
;;30;4;22;603000;1;НИЖНИЙ НОВГОРОД;ул Воровского, 3;042202001;"ФИЛИАЛ ""СДМ-БАНК"" (ПАО) В Г.НИЖНИЙ НОВГОРОД";"ФИЛИАЛ ""СДМ-БАНК"" (ПАО) В Г.НИ";042202745;;;00;;;;1637/7;;30.06.2018;;30101810800000000745;;;;
;;30;4;04;660049;1;КРАСНОЯРСК;ул Дубровинского, 100;040407001;КРАСНОЯРСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО);КРАСНОЯРСКИЙ ФИЛИАЛ БАНКА СОЮЗ;040407915;;;00;;;;2307/7;;30.06.2018;;30101810800000000915;;;;
;;30;4;03;353900;1;НОВОРОССИЙСК;ул Советов, 19 А;040395000;ФИЛИАЛ МОРСКОГО БАНКА (АО) В Г. НОВОРОССИЙСК;ФИЛИАЛ МОРСКОГО БАНКА (АО) В Г;040395702;;;00;;;;77/9;;30.06.2018;;30101810900000000702;;;;
;;30;4;57;614000;1;ПЕРМЬ;ул Монастырская, 41;045773001;ПЕРМСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;ПЕРМСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ Б;045773873;;;00;;;;1/4;;30.06.2018;;30101810400000000873;;;;
;;30;4;22;603155;1;НИЖНИЙ НОВГОРОД;ул Б. Печерская, 39;042202001;"НИЖЕГОРОДСКИЙ ФИЛИАЛ ПАО ""РГС БАНК""";"НИЖЕГОРОДСКИЙ ФИЛИАЛ ПАО ""РГС";042202708;;;00;;;;3073/6;;30.06.2018;;30101810300000000708;;;;
;;30;4;50;630099;1;НОВОСИБИРСК;ул Урицкого, 20;045004001;"СИБИРСКИЙ ФИЛИАЛ АО ""РАЙФФАЙЗЕНБАНК""";"СИБИРСКИЙ ФИЛИАЛ АО ""РАЙФФАЙЗЕ";045004799;;;00;;;;3292/4;;30.06.2018;;30101810300000000799;;;;
;;30;4;25;664025;1;ИРКУТСК;ул Сурикова, 21;042520001;"ИРКУТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""";"ИРКУТСКИЙ РФ АО ""РОССЕЛЬХОЗБАН";042520700;;;00;;;;3349/66;;30.06.2018;;30101810700000000700;;;;
;;30;4;03;350033;1;КРАСНОДАР;ул Ставропольская, 41;040349001;КРАСНОДАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;КРАСНОДАРСКИЙ ФИЛИАЛ АО ЮНИКРЕ;040349548;;;00;;;;1/5;;30.06.2018;;30101810400000000548;;;;
;;30;4;50;630004;1;НОВОСИБИРСК;ул Ленина, 52;045004001;"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"НОВОСИБИРСКИЙ ФИЛИАЛ ПАО АКБ """;045004740;;;00;;;;1470/33;;30.06.2018;;30101810100000000740;;;;
;;30;4;20;394016;1;ВОРОНЕЖ;ул Беговая, 191 А;042007001;"ВОРОНЕЖСКИЙ ФИЛИАЛ НКО ""ИНКАХРАН"" (АО)";"ВОРОНЕЖСКИЙ ФИЛИАЛ НКО ""ИНКАХР";042007801;;;00;;;;3454-К/2;;30.06.2018;;30103810200000000801;;;;
;;30;4;81;670000;1;УЛАН-УДЭ;ул Коммунистическая, 49;048142001;"ФИЛИАЛ ""АТБ"" (ПАО) В Г.УЛАН-УДЭ";"ФИЛИАЛ ""АТБ"" (ПАО) В Г.УЛАН-УД";048142744;;;00;;;;1810/14;;30.06.2018;;30101810700000000744;;;;
;;30;4;04;660133;1;КРАСНОЯРСК;ул Сергея Лазо, 12 Д;040407001;"КРАСНОЯРСКИЙ ФИЛИАЛ НКО ""ИНКАХРАН"" (АО)";"КРАСНОЯРСКИЙ ФИЛИАЛ НКО ""ИНКАХ";040407937;;;00;;;;3454-К/4;;30.06.2018;;30103810200000000937;;;;
;;30;4;20;394036;1;ВОРОНЕЖ;ул Комиссаржевской, 13;042007001;ВОРОНЕЖСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА;ВОРОНЕЖСКИЙ ФИЛИАЛ АО ЮНИКРЕДИ;042007709;;;00;;;;1/6;;30.06.2018;;30101810100000000709;;;;
;;30;4;03;350002;1;КРАСНОДАР;ул Северная, 383;040349001;"КРАСНОДАРСКИЙ ФИЛИАЛ ПАО АКБ ""СВЯЗЬ-БАНК""";"КРАСНОДАРСКИЙ ФИЛИАЛ ПАО АКБ """;040349551;;;00;;;;1470/34;;30.06.2018;;30101810400000000551;;;;
;;30;4;40;195220;1;САНКТ-ПЕТЕРБУРГ;Гражданский пр-т, 11 лит В, К;044030001;"САНКТ-ПЕТЕРБУРГСКИЙ Ф-Л НКО ""ИНКАХРАН"" (АО)";"САНКТ-ПЕТЕРБУРГСКИЙ Ф-Л НКО ""И";044030302;;;00;;;;3454-К/6;;30.06.2018;;30103810600000000302;;;;
;;30;4;65;620130;1;ЕКАТЕРИНБУРГ;ул 8 Марта, 179 В;046577001;"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ НКО ""ИНКАХРАН"" (АО)";"ЕКАТЕРИНБУРГСКИЙ ФИЛИАЛ НКО ""И";046577316;;;00;;;;3454-К/5;;30.06.2018;;30103810400000000316;;;;
