VKEY;REAL;PZN;UER;RGN;IND;TNP;NNP;ADR;RKC;NAMEP;NAMEN;NEWNUM;NEWKS;PERMFO;SROK;AT1;AT2;TELEF;REGN;OKPO;DT_IZM;CKS;KSNP;DATE_IN;DATE_CH;VKEYDEL;DT_IZMR
;;30;4;68;392036;1;ТАМБОВ;ул Карла Маркса, 130;046850001;ТАМБОВСКОЕ ОТДЕЛЕНИЕ N8594 ПАО СБЕРБАНК;ТАМБОВСКОЕ ОТДЕЛЕНИЕ N8594 ПАО;046850649;;;00;;;;1481/1449;;30.06.2018;;30101810800000000649;;;;
;;20;4;45;105064;1;МОСКВА;Малый Казенный пер., д. 14, ст;044525000;"""РУСЬУНИВЕРСАЛБАНК"" (ООО)";"""РУСЬУНИВЕРСАЛБАНК"" (ООО)";044525674;;;00;;;;3293;;30.06.2018;;30101810445250000674;;;;
;;20;4;68;392000;1;ТАМБОВ;ул Советская, 118;046850001;"АО БАНК ""ТКПБ""";"АО БАНК ""ТКПБ""";046850755;;;00;;;;1312;;30.06.2018;;30101810600000000755;;;;
;;12;0;69;634041;1;ТОМСК;Комсомольский пр-т, 68;;ОТДЕЛЕНИЕ ТОМСК;ОТДЕЛЕНИЕ ТОМСК;046902001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;69;634061;1;ТОМСК;пр-т Фрунзе, 90/1;046902001;ТОМСКОЕ ОТДЕЛЕНИЕ N8616 ПАО СБЕРБАНК;ТОМСКОЕ ОТДЕЛЕНИЕ N8616 ПАО СБ;046902606;;;00;;;;1481/1535;;30.06.2018;;30101810800000000606;;;;
;;20;4;69;634061;1;ТОМСК;пр-т Фрунзе, 90;046902001;"ПАО ""ТОМСКПРОМСТРОЙБАНК""";"ПАО ""ТОМСКПРОМСТРОЙБАНК""";046902728;;;00;;;;1720;;30.06.2018;;30101810500000000728;;;;
;;30;4;69;634009;1;ТОМСК;пер 1905 года, 7;046902001;Ф-Л БАНКА ГПБ (АО) В Г. ТОМСКЕ;Ф-Л БАНКА ГПБ (АО) В Г. ТОМСКЕ;046902758;;;00;;;;354/12;;30.06.2018;;30101810800000000758;;;;
;;20;4;45;121609;1;МОСКВА;Рублёвское ш, 28;044525000;"ООО ""БАНК РАУНД""";"ООО ""БАНК РАУНД""";044525739;;;00;;;;2506;;30.06.2018;;30101810445250000739;;;;
;;10;0;69;634003;1;ТОМСК;ул Пушкина, 34 А;;РКЦ ЛЕНИНСКИЙ;РКЦ ЛЕНИНСКИЙ;046910000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;101000;1;МОСКВА;Лубянский пр-д, 11/1, стр 1;044525000;"ООО ""ЧАЙНА КОНСТРАКШН БАНК""";"ООО ""ЧАЙНА КОНСТРАКШН БАНК""";044525777;;;00;;;;3515;;30.06.2018;;30101810000000000777;;;;
;;20;4;45;125167;1;МОСКВА;Ленинградский пр-т, 39, стр 80;044525000;"КБ ""ЛОКО-БАНК"" (АО)";"КБ ""ЛОКО-БАНК"" (АО)";044525161;;;00;;;;2707;;30.06.2018;;30101810945250000161;;;;
;;12;0;70;300041;1;ТУЛА;ул Советская, 88;;ОТДЕЛЕНИЕ ТУЛА;ОТДЕЛЕНИЕ ТУЛА;047003001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;70;300000;1;ТУЛА;Крестовоздвиженская пл, 1;047003001;ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО СБЕРБАНК;ТУЛЬСКОЕ ОТДЕЛЕНИЕ N8604 ПАО С;047003608;;;00;;;;1481/1558;;30.06.2018;;30101810300000000608;;;;
;;30;4;70;300026;1;ТУЛА;пр-т Ленина, 106;047003001;"Ф-Л БАНКА ГПБ (АО) ""СРЕДНЕРУССКИЙ""";"Ф-Л БАНКА ГПБ (АО) ""СРЕДНЕРУСС";047003716;;;00;;;;354/3;;30.06.2018;;30101810700000000716;;;;
;;20;4;70;300012;1;ТУЛА;пр-т Ленина, 85 А;047003001;"ПАО ""СПИРИТБАНК""";"ПАО ""СПИРИТБАНК""";047003725;;;00;;;;2053;;30.06.2018;;30101810500000000725;;;;
;;30;4;40;191123;1;САНКТ-ПЕТЕРБУРГ;пр-т Чернышевского, 18 лит А п;044030001;ФИЛИАЛ N 14 ПАО МОСОБЛБАНК;ФИЛИАЛ N 14 ПАО МОСОБЛБАНК;044030907;;;00;;;;1751/14;;30.06.2018;;30101810900000000907;;;;
;;20;4;45;117218;1;МОСКВА;ул Кржижановского, 21/33, к 1;044525000;"АО АКБ ""АЛЕФ-БАНК""";"АО АКБ ""АЛЕФ-БАНК""";044525268;;;00;;;;2119;;30.06.2018;;30101810945250000268;;;;
;;20;4;45;119049;1;МОСКВА;ул. Шаболовка, д. 10, корп. 2;044525000;"АКБ ""ПЕРЕСВЕТ"" (ПАО)";"АКБ ""ПЕРЕСВЕТ"" (ПАО)";044525275;;;00;;;;2110;;30.06.2018;;30101810145250000275;;;;
;;12;0;71;625000;1;ТЮМЕНЬ;ул Володарского, 48;;ОТДЕЛЕНИЕ ТЮМЕНЬ;ОТДЕЛЕНИЕ ТЮМЕНЬ;047102001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;71;625023;1;ТЮМЕНЬ;ул Рижская, 61;047102001;ЗАПАДНО-СИБИРСКОЕ ОТДЕЛЕНИЕ№8647 ПАО СБЕРБАНК;ЗАПАДНО-СИБИРСКОЕ ОТДЕЛЕНИЕ№86;047102651;;;00;;;;1481/1597;;30.06.2018;;30101810800000000651;;;;
;;10;0;71;625003;1;ТЮМЕНЬ;ул Володарского, 10;;РКЦ ЛЕНИНСКИЙ;РКЦ ЛЕНИНСКИЙ;047106000;;;00;;;;;;30.06.2018;;;;;;
;;10;0;71;626152;1;ТОБОЛЬСК;ул Семена Ремезова, 22;;РКЦ ТОБОЛЬСК;РКЦ ТОБОЛЬСК;047117000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;109004;1;МОСКВА;ул Станиславского, 4, стр 1;044525000;"АО ""БАНК РЕАЛИСТ""";"АО ""БАНК РЕАЛИСТ""";044525283;;;00;;;;2646;;30.06.2018;;30101810645250000283;;;;
;;10;0;71;628412;1;СУРГУТ;пр-д Советов, 2;;РКЦ СУРГУТ;РКЦ СУРГУТ;047144000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;71;628400;1;СУРГУТ;ул Григория Кукуевицкого, 19;047144000;"АО БАНК ""СНГБ""";"АО БАНК ""СНГБ""";047144709;;;00;;;;588;;30.06.2018;;30101810600000000709;;;;
;;20;4;45;115054;1;МОСКВА;ул Щипок, 9/26, стр 1;044525000;"НКО ""РУССКОЕ ФИНАНСОВОЕ ОБЩЕСТВО"" (ООО)";"НКО ""РУССКОЕ ФИНАНСОВОЕ ОБЩЕСТ";044525561;;;00;;;;3427-К;;30.06.2018;;30103810145250000561;;;;
;;10;0;71;628011;1;ХАНТЫ-МАНСИЙСК;ул Комсомольская, 47;;РКЦ ХАНТЫ-МАНСИЙСК;РКЦ ХАНТЫ-МАНСИЙСК;047162000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;115184;1;МОСКВА;Озерковский переулок, дом 3;044525000;"АО КБ ""РУСНАРБАНК""";"АО КБ ""РУСНАРБАНК""";044525466;;;00;;;;3403;;30.06.2018;;30101810145250000466;;;;
;;30;4;45;107045;1;МОСКВА;пер Последний, 24;044525000;"МОСКОВСКИЙ ФИЛИАЛ ПАО ""АК БАРС"" БАНК";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""АК БАРС";044525508;;;00;;;;2590/22;;30.06.2018;;30101810045250000508;;;;
;;10;0;71;628605;1;НИЖНЕВАРТОВСК;ул 60 лет Октября, 59 А;;РКЦ НИЖНЕВАРТОВСК;РКЦ НИЖНЕВАРТОВСК;047169000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;119334;1;МОСКВА;5-й Донской пр-д, 21 Б, стр 10;044525000;"АО АБ ""КАПИТАЛ""";"АО АБ ""КАПИТАЛ""";044525738;;;00;;;;575;;30.06.2018;;30101810900000000738;;;;
;;20;4;71;628624;1;НИЖНЕВАРТОВСК;ул Мира, 68;047169000;"АО БАНК ""ЕРМАК""";"АО БАНК ""ЕРМАК""";047169742;;;00;;;;1809;;30.06.2018;;30101810000000000742;;;;
;;20;4;71;628616;1;НИЖНЕВАРТОВСК;пр-т Победы, 18 А;047169000;"АО КБ ""ПРИОБЬЕ""";"АО КБ ""ПРИОБЬЕ""";047169777;;;00;;;;537;;30.06.2018;;30101810800000000777;;;;
;;10;0;71;628310;1;НЕФТЕЮГАНСК;мкр 16. зд 20;;РКЦ НЕФТЕЮГАНСК;РКЦ НЕФТЕЮГАНСК;047173000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;123557;1;МОСКВА;ул Грузинский Вал, 10, стр 4;044525000;"КБ ""АКРОПОЛЬ"" АО";"КБ ""АКРОПОЛЬ"" АО";044525677;;;00;;;;3027;;30.06.2018;;30101810345250000677;;;;
;;30;4;45;111397;1;МОСКВА;Зелёный пр-т, 20;044525000;"МОСКОВСКИЙ ФИЛИАЛ АО ""БАНК ""АГРОРОС""";"МОСКОВСКИЙ ФИЛИАЛ АО ""БАНК ""АГ";044525688;;;00;;;;2860/1;;30.06.2018;;30101810745250000688;;;;
;;20;4;71;625000;1;ТЮМЕНЬ;ул Республики, 65;047102001;"КБ ""СТРОЙЛЕСБАНК"" (ООО)";"КБ ""СТРОЙЛЕСБАНК"" (ООО)";047102658;;;00;;;;2995;;30.06.2018;;30101810900000000658;;;;
;;20;4;45;121069;1;МОСКВА;ул. Большая Никитская, д.49;044525000;"БАНК ""МНХБ"" ПАО";"БАНК ""МНХБ"" ПАО";044525629;;;00;;;;1411;;30.06.2018;;30101810445250000629;;;;
;;30;4;12;414000;1;АСТРАХАНЬ;пл Ленина, 6 А, стр лит А;041203001;"ФИЛИАЛ В Г.АСТРАХАНИ АО ""МБ БАНК""";"ФИЛИАЛ В Г.АСТРАХАНИ АО ""МБ БА";041203712;;;00;;;;3396/1;;30.06.2018;;30101810500000000712;;;;
;;30;4;45;125009;1;МОСКВА;пер. Вознесенский, д. 11, стр.;044525000;"ФИЛИАЛ ""АТБ"" (ПАО) В Г. МОСКВА";"ФИЛИАЛ ""АТБ"" (ПАО) В Г. МОСКВА";044525754;;;00;;;;1810/19;;30.06.2018;;30101810145250000754;;;;
;;10;0;71;629007;1;САЛЕХАРД;ул Ленина, 51;;РКЦ САЛЕХАРД;РКЦ САЛЕХАРД;047182000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;121596;1;МОСКВА;улица Горбунова, дом 2, строен;044525000;"ООО РНКО ""ЕДИНАЯ КАССА""";"ООО РНКО ""ЕДИНАЯ КАССА""";044525706;;;00;;;;3512-К;;30.06.2018;;30103810845250000706;;;;
;;10;0;71;629730;1;НАДЫМ;ул Зверева, 10;;РКЦ НАДЫМ;РКЦ НАДЫМ;047186000;;;00;;;;;;30.06.2018;;;;;;
;;10;0;71;629300;1;НОВЫЙ УРЕНГОЙ;ул Надымская, 3;;РКЦ НОВЫЙ УРЕНГОЙ;РКЦ НОВЫЙ УРЕНГОЙ;047195000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;115419;1;МОСКВА;ул Орджоникидзе, 11, стр 44;044525000;"МБО ""ОРГБАНК"" (ООО)";"МБО ""ОРГБАНК"" (ООО)";044525873;;;00;;;;3312;;30.06.2018;;30101810945250000873;;;;
;;12;0;73;432017;1;УЛЬЯНОВСК;ул Красноармейская, 2;;ОТДЕЛЕНИЕ УЛЬЯНОВСК;ОТДЕЛЕНИЕ УЛЬЯНОВСК;047308001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;73;432017;1;УЛЬЯНОВСК;ул Гончарова, 40 А;047308001;УЛЬЯНОВСКОЕ ОТДЕЛЕНИЕ N8588 ПАО СБЕРБАНК;УЛЬЯНОВСКОЕ ОТДЕЛЕНИЕ N8588 ПА;047308602;;;00;;;;1481/1639;;30.06.2018;;30101810000000000602;;;;
;;20;4;73;432071;1;УЛЬЯНОВСК;ул Марата, 19;047308001;"АО БАНК ""ВЕНЕЦ""";"АО БАНК ""ВЕНЕЦ""";047308813;;;00;;;;524;;30.06.2018;;30101810200000000813;;;;
;;30;4;45;107078;1;МОСКВА;ул Мясницкая, 48;044525000;ФИЛИАЛ ООО БАНК ОРАНЖЕВЫЙ В Г. МОСКВЕ;ФИЛИАЛ ООО БАНК ОРАНЖЕВЫЙ В Г.;044525917;;;00;;;;1659/8;;30.06.2018;;30101810445250000917;;;;
;;30;4;45;121165;1;МОСКВА;просп. Кутузовский, д. 30;044525000;"МОСКОВСКИЙ ФИЛИАЛ АО ""ТЕКСБАНК""";"МОСКОВСКИЙ ФИЛИАЛ АО ""ТЕКСБАНК";044525938;;;00;;;;2756/3;;30.06.2018;;30101810945250000938;;;;
;;12;0;75;454000;1;ЧЕЛЯБИНСК;пр-т Ленина, 58;;ОТДЕЛЕНИЕ ЧЕЛЯБИНСК;ОТДЕЛЕНИЕ ЧЕЛЯБИНСК;047501001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;75;454048;1;ЧЕЛЯБИНСК;ул Энтузиастов, 9 А;047501001;ЧЕЛЯБИНСКОЕ ОТДЕЛЕНИЕ N8597 ПАО СБЕРБАНК;ЧЕЛЯБИНСКОЕ ОТДЕЛЕНИЕ N8597 ПА;047501602;;;00;;;;1481/1700;;30.06.2018;;30101810700000000602;;;;
;;20;4;75;454091;1;ЧЕЛЯБИНСК;ул Карла Маркса, 80;047501001;"ПАО ""ЧЕЛИНДБАНК""";"ПАО ""ЧЕЛИНДБАНК""";047501711;;;00;;;;485;;30.06.2018;;30101810400000000711;;;;
;;20;4;75;454113;1;ЧЕЛЯБИНСК;пл Революции, 8;047501001;"ПАО ""ЧЕЛЯБИНВЕСТБАНК""";"ПАО ""ЧЕЛЯБИНВЕСТБАНК""";047501779;;;00;;;;493;;30.06.2018;;30101810400000000779;;;;
;;20;4;75;455044;1;МАГНИТОГОРСК;ул Гагарина, 17;047516000;"БАНК ""КУБ"" (АО)";"БАНК ""КУБ"" (АО)";047516949;;;00;;;;2584;;30.06.2018;;30101810700000000949;;;;
;;20;4;75;454090;1;ЧЕЛЯБИНСК;ул Свободы, 97;047501001;"АО ""УРАЛПРОМБАНК""";"АО ""УРАЛПРОМБАНК""";047501906;;;00;;;;2964;;30.06.2018;;30101810600000000906;;;;
;;10;0;75;456870;1;КЫШТЫМ;ул Калинина, 156;;РКЦ КЫШТЫМ;РКЦ КЫШТЫМ;047512000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;75;456770;1;СНЕЖИНСК;ул Васильева, 19;047501001;"БАНК ""СНЕЖИНСКИЙ"" АО";"БАНК ""СНЕЖИНСКИЙ"" АО";047501799;;;00;;;;1376;;30.06.2018;;30101810600000000799;;;;
;;20;4;45;123022;1;МОСКВА;ул Красная Пресня, 24;044525000;"ООО ""БАНК БКФ""";"ООО ""БАНК БКФ""";044525215;;;00;;;;2684;;30.06.2018;;30101810545250000215;;;;
;;10;0;75;455002;1;МАГНИТОГОРСК;ул Кирова, 78;;РКЦ МАГНИТОГОРСК;РКЦ МАГНИТОГОРСК;047516000;;;00;;;;;;30.06.2018;;;;;;
;;30;4;45;115054;1;МОСКВА;ул Зацепский Вал, 5;044525000;"ФИЛИАЛ ПАО ""НОРВИК БАНК"" В МОСКВЕ";"ФИЛИАЛ ПАО ""НОРВИК БАНК"" В МОС";044525379;;;00;;;;902/12;;30.06.2018;;30101810245250000379;;;;
;;10;0;75;456200;1;ЗЛАТОУСТ;ул Ленина, 4;;РКЦ ЗЛАТОУСТ;РКЦ ЗЛАТОУСТ;047520000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;125315;1;МОСКВА;Ленинградский пр-т, д. 72, кор;044525000;ЭС-БИ-АЙ БАНК ООО;ЭС-БИ-АЙ БАНК ООО;044525265;;;00;;;;3185;;30.06.2018;;30101810045250000265;;;;
;;40;0;75;456444;1;ЧЕБАРКУЛЬ-4;;;ПУ БАНКА РОССИИ КАШИРИНСКОЕ;ПУ БАНКА РОССИИ КАШИРИНСКОЕ;047582002;;;00;;;;;;30.06.2018;;;;;;
;;12;0;76;672000;1;ЧИТА;ул Анохина, 74;;ОТДЕЛЕНИЕ ЧИТА;ОТДЕЛЕНИЕ ЧИТА;047601001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;76;672010;1;ЧИТА;ул Полины Осипенко, 40;047601001;ЧИТИНСКОЕ ОТДЕЛЕНИЕ  N8600 ПАО СБЕРБАНК;ЧИТИНСКОЕ ОТДЕЛЕНИЕ  N8600 ПАО;047601637;;;00;;;;1481/1727;;30.06.2018;;30101810500000000637;;;;
;;20;4;03;350080;1;КРАСНОДАР;ул Уральская, 95;040349001;"ООО ""ЮМК БАНК""";"ООО ""ЮМК БАНК""";040349830;;;00;;;;3495;;30.06.2018;;30101810600000000830;;;;
;;30;4;45;117449;1;МОСКВА;"ул Шверника, 20 ""А""";044525000;"МОСКОВСКИЙ ФИЛИАЛ ПАО ""ЗАПСИБКОМБАНК""";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""ЗАПСИБК";044525759;;;00;;;;918/27;;30.06.2018;;30101810645250000759;;;;
;;20;4;45;127051;1;МОСКВА;1-й Колобовский пер, 23;044525000;"КБ ""ГАРАНТ-ИНВЕСТ"" (АО)";"КБ ""ГАРАНТ-ИНВЕСТ"" (АО)";044525109;;;00;;;;2576;;30.06.2018;;30101810745250000109;;;;
;;20;4;40;195271;1;САНКТ-ПЕТЕРБУРГ;Кондратьевский пр., д. 64 корп;044030001;"ПАО ""НЕВСКИЙ БАНК""";"ПАО ""НЕВСКИЙ БАНК""";044030885;;;00;;;;1068;;30.06.2018;;30101810200000000885;;;;
;;20;4;45;125130;1;МОСКВА;6-ой Новоподмосковный пер, 4;044525000;"ООО КБ ""ЛЭНД-БАНК""";"ООО КБ ""ЛЭНД-БАНК""";044525663;;;00;;;;1478;;30.06.2018;;30101810045250000663;;;;
;;40;0;76;672000;1;ЧИТА;;;ПУ БАНКА РОССИИ ВОСТОЧНОЕ;ПУ БАНКА РОССИИ ВОСТОЧНОЕ;047681002;;;00;;;;;;30.06.2018;;;;;;
;;40;0;76;672900;2;ГОРНЫЙ;;;ПУ БАНКА РОССИИ ЛЕНИНСКОЕ;ПУ БАНКА РОССИИ ЛЕНИНСКОЕ;047686002;;;00;;;;;;30.06.2018;;;;;;
;;12;0;77;689000;1;АНАДЫРЬ;ул Дежнева, 7;;ОТДЕЛЕНИЕ АНАДЫРЬ;ОТДЕЛЕНИЕ АНАДЫРЬ;047719001;;;00;;;;;;30.06.2018;;;;;;
;;10;0;77;689202;4;ЭГВЕКИНОТ;ул Ленина, 9 А;;РКЦ ЭГВЕКИНОТ;РКЦ ЭГВЕКИНОТ;047749000;;;00;;;;;;30.06.2018;;;;;;
;;10;0;77;689450;1;БИЛИБИНО;ул Ленина, 6 А;;РКЦ БИЛИБИНО;РКЦ БИЛИБИНО;047728000;;;00;;;;;;30.06.2018;;;;;;
;;30;4;60;344002;1;РОСТОВ-НА-ДОНУ;Будённовский пр-т, 21/50;046015001;"ЮЖНЫЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""";"ЮЖНЫЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ";046015300;;;00;;;;1460/15;;30.06.2018;;30101810300000000300;;;;
;;20;4;45;107078;1;МОСКВА;ул Мясницкая, 43, стр 2;044525000;"ПАО ""РГС БАНК""";"ПАО ""РГС БАНК""";044525174;;;00;;;;3073;;30.06.2018;;30101810945250000174;;;;
;;12;0;78;150000;1;ЯРОСЛАВЛЬ;ул Комсомольская, 7;;ОТДЕЛЕНИЕ ЯРОСЛАВЛЬ;ОТДЕЛЕНИЕ ЯРОСЛАВЛЬ;047888001;;;00;;;;;;30.06.2018;;;;;;
;;20;4;78;150000;1;ЯРОСЛАВЛЬ;ул Собинова, 30;047888001;"ИКБР ""ЯРИНТЕРБАНК"" (ООО)";"ИКБР ""ЯРИНТЕРБАНК"" (ООО)";047888728;;;00;;;;2564;;30.06.2018;;30101810300000000728;;;;
;;20;4;78;150000;1;ЯРОСЛАВЛЬ;ул Первомайская, 25/26;047888001;"АО ""КРЕДПРОМБАНК""";"АО ""КРЕДПРОМБАНК""";047888786;;;00;;;;1165;;30.06.2018;;30101810300000000786;;;;
;;12;0;79;385000;1;МАЙКОП;ул Ленина, 61;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АДЫГЕЯ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АДЫГЕЯ;047908001;;;00;;;;;;30.06.2018;;;;;;
;;90;3;79;109240;1;МОСКВА;ул Высоцкого, 4;047908001;"КУ ПАО АКБ ""НОВАЦИЯ"" - ГК ""АСВ""";"КУ ПАО АКБ ""НОВАЦИЯ"" - ГК ""АСВ";047908700;;;00;;;;840;;30.06.2018;;30101810300000000700;;;;
;;20;4;79;385000;1;МАЙКОП;ул Пионерская, 276;047908001;"АО ""МАЙКОПБАНК""";"АО ""МАЙКОПБАНК""";047908704;;;00;;;;1136;;30.06.2018;;30101810500000000704;;;;
;;40;0;79;385730;4;ТУЛЬСКИЙ;ул Комсомольская, 16;;ПУ БАНКА РОССИИ КАВКАЗСКОЕ;ПУ БАНКА РОССИИ КАВКАЗСКОЕ;047980002;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;115184;1;МОСКВА;ул Бахрушина, 10, стр 1;044525000;БАНК ГЛОБУС (АО);БАНК ГЛОБУС (АО);044525473;;;00;;;;2438;;30.06.2018;;30101810345250000473;;;;
;;10;0;80;452754;1;ТУЙМАЗЫ;ул Островского, 8;;РКЦ ТУЙМАЗЫ;РКЦ ТУЙМАЗЫ;048047000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;125190;1;МОСКВА;Ленинградский проспект, дом 80;044525000;"""СОЦИУМ-БАНК"" (ООО)";"""СОЦИУМ-БАНК"" (ООО)";044525409;;;00;;;;2881;;30.06.2018;;30101810445250000409;;;;
;;20;4;45;117292;1;МОСКВА;ул Ивана Бабушкина, 16 А;044525000;"ООО КБ ""МЕТАЛЛУРГ""";"ООО КБ ""МЕТАЛЛУРГ""";044525499;;;00;;;;2877;;30.06.2018;;30101810345250000499;;;;
;;12;0;80;450008;1;УФА;ул Театральная, 3;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БАШКОРТОСТАН;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БАШКОР;048073001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;80;450059;1;УФА;ул Рихарда Зорге, 5;048073001;БАШКИРСКОЕ ОТДЕЛЕНИЕ N8598 ПАО СБЕРБАНК;БАШКИРСКОЕ ОТДЕЛЕНИЕ N8598 ПАО;048073601;;;00;;;;1481/130;;30.06.2018;;30101810300000000601;;;;
;;20;4;45;119048;1;МОСКВА;ул Ефремова, 8;044525000;"ПАО ""БАНК УРАЛСИБ""";"ПАО ""БАНК УРАЛСИБ""";044525787;;;00;;;;2275;;30.06.2018;;30101810100000000787;;;;
;;90;3;80;127055;1;МОСКВА;г. Москва, ул. Лесная, д. 59,;048073001;"КУ ООО ""УРАЛКАПИТАЛБАНК"" - ГК ""АСВ""";"КУ ООО ""УРАЛКАПИТАЛБАНК"" - ГК";048073809;;;00;;;;2519;;30.06.2018;;30101810500000000809;;;;
;;20;3;80;450076;1;УФА;ул Гафури, 54;048073001;РОСКОМСНАББАНК (ПАО);РОСКОМСНАББАНК (ПАО);048073842;;;00;;;;1398;;30.06.2018;;30101810800000000842;;;;
;;20;4;80;450008;1;УФА;ул Ленина, 70;048073001;БАНК ПТБ (ООО);БАНК ПТБ (ООО);048073846;;;00;;;;2638;;30.06.2018;;30101810000000000846;;;;
;;90;3;80;127055;1;МОСКВА;ул Лесная, 59, стр 2;048073001;"КОНКУР.УПРАВ.ОАО ""АФ БАНК""-ГК АСВ";"КОНКУР.УПРАВ.ОАО ""АФ БАНК""-ГК";048073855;;;00;;;;991;;30.06.2018;;30101810800000000855;;;;
;;40;0;80;453571;1;МЕЖГОРЬЕ-1;ул Комсомольская, 12;;ПУ БАНКА РОССИИ НАГОРНОЕ;ПУ БАНКА РОССИИ НАГОРНОЕ;048080002;;;00;;;;;;30.06.2018;;;;;;
;;10;0;80;453120;1;СТЕРЛИТАМАК;пр-т Октября, 43 А;;РКЦ СТЕРЛИТАМАК;РКЦ СТЕРЛИТАМАК;048082000;;;00;;;;;;30.06.2018;;;;;;
;;10;0;80;453500;1;БЕЛОРЕЦК;ул 5 Июля, 12;;РКЦ БЕЛОРЕЦК;РКЦ БЕЛОРЕЦК;048086000;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;123317;1;МОСКВА;Пресненская набережная, дом 8,;044525000;"ПАО ""ЕВРАЗИЙСКИЙ БАНК""";"ПАО ""ЕВРАЗИЙСКИЙ БАНК""";044525708;;;00;;;;969;;30.06.2018;;30101810845250000708;;;;
;;40;0;81;670047;1;УЛАН-УДЭ;ул Боевая, 7 А, стр 3;;ПУ БАНКА РОССИИ ГВАРДЕЙСКОЕ;ПУ БАНКА РОССИИ ГВАРДЕЙСКОЕ;048140002;;;00;;;;;;30.06.2018;;;;;;
;;12;0;81;670042;1;УЛАН-УДЭ;пр-т Строителей, 7;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИ;048142001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;81;670031;1;УЛАН-УДЭ;ул Терешковой, 3 Б;048142001;БУРЯТСКОЕ ОТДЕЛЕНИЕ N8601 ПАО СБЕРБАНК;БУРЯТСКОЕ ОТДЕЛЕНИЕ N8601 ПАО;048142604;;;00;;;;1481/230;;30.06.2018;;30101810400000000604;;;;
;;30;4;40;197374;1;САНКТ-ПЕТЕРБУРГ;ул. Савушкина, 126 лит А пом.2;044030001;"САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО ""УРИ БАНК""";САНКТ-ПЕТЕРБУРГСКИЙ ФИЛИАЛ АО;044030819;;;00;;;;3479/1;;30.06.2018;;30101810700000000819;;;;
;;40;0;81;671840;1;КЯХТА;ул Банзарова, 22 А;;ПУ БАНКА РОССИИ СТЕПНОЕ;ПУ БАНКА РОССИИ СТЕПНОЕ;048182002;;;00;;;;;;30.06.2018;;;;;;
;;20;4;45;115054;1;МОСКВА;ул Дубининская, 57, стр 1;044525000;"АО ""НДБАНК""";"АО ""НДБАНК""";044525182;;;00;;;;2374;;30.06.2018;;30101810445250000182;;;;
;;12;0;82;367000;1;МАХАЧКАЛА;ул Даниялова, 29;;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ДАГЕСТАН;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ДАГЕСТ;048209001;;;00;;;;;;30.06.2018;;;;;;
;;30;4;45;117452;1;МОСКВА;Балаклавский пр-т, 28 В, стр Б;044525000;"МОСКОВСКИЙ ФИЛИАЛ ПАО ""МЕТКОМБАНК""";"МОСКОВСКИЙ ФИЛИАЛ ПАО ""МЕТКОМБ";044525200;;;00;;;;2443/1;;30.06.2018;;30101810945250000200;;;;
;;20;4;45;125047;1;МОСКВА;2-я Тверская-Ямская улица, дом;044525000;"АКБ ""АПАБАНК"" (АО)";"АКБ ""АПАБАНК"" (АО)";044525238;;;00;;;;2404;;30.06.2018;;30101810645250000238;;;;
